fecha,cve_edo,cve_clues,nombre,calificacion,pac_act
20161125,1,ASSSA000416,CSR CALVILLO PONIENTE,61.19,65
20161125,1,ASSSA000701,CSR S JOSÉ DE GRACIA,61.05,87
20161125,1,ASSSA000660,CSR RINCON DE ROMOS,60.96,94
20161125,1,ASSSA000305,CSR ASIENTOS,60.85,56
20161125,1,ASSSA000503,CSR S TADEO,60.78,84
20161125,1,ASSSA000363,CSR JARILLAS,60.65,44
20161125,1,ASSSA000824,CSR LIC JESÚS TERÁN,60.26,15
20161125,1,ASSSA000725,CSR PAREDES,59.84,46
20161125,1,ASSSA000631,CSR LAS ANIMAS,59.64,46
20161125,1,ASSSA000865,CSR S FCO DE LOS ROMO,59.07,173
20161125,1,ASSSA001162,CRV 3 ECONOMICO 259,58.69,4
20161125,1,ASSSA001092,CRV 1 ECONOMICO 239,58.17,10
20161125,1,ASSSA000771,CSR EL CHAYOTE,58.13,92
20161125,1,ASSSA000626,CSR PABELLÓN DE ARTEAGA,58.07,94
20161125,1,ASSSA000556,CSR JESÚS MA,57.96,124
20161125,1,ASSSA000433,CSR COLOMOS,57.85,8
20161125,1,ASSSA000800,CSR PALO ALTO,57.17,88
20161125,1,ASSSA000462,CSR LA LABOR,56.65,65
20161125,1,ASSSA000264,CSR S IGNACIO,56.1,34
20161125,1,ASSSA000870,PUERTECITO DE LA VIRGEN,55.8,49
20161125,1,ASSSA000334,CSR CIÉNEGA GRANDE,55.3,63
20161125,1,ASSSA000882,CSR LOS CAMPOS,54.72,25
20161125,1,ASSSA000182,CSR LAS CUMBRES,54.34,126
20161125,1,ASSSA000083,CSR PROGRESO,53.6,73
20161125,1,ASSSA000153,CSR OJOCALIENTE,53.19,66
20161125,1,ASSSA000602,CSR VALLADOLID,52.55,38
20161125,1,ASSSA000544,CSR SOLEDAD DE ABAJO,50.9,6
20161125,1,ASSSA000293,CSR LA CANTERA,46.26,8
20161125,2,BCSSA001053,LÁZARO CÁRDENAS,78.07,114
20161125,2,BCSSA001502,UMÓVIL 16,76.52,17
20161125,2,BCSSA017626,PORTICOS DEL MAR,72.17,78
20161125,2,BCSSA017462,FCO MURGUÍA,70.76,32
20161125,2,BCSSA000131,COL OBRERA,70.08,293
20161125,2,BCSSA017672,BCSSA017672,69.92,20
20161125,2,BCSSA001560,UMÓVIL 23,69.82,40
20161125,2,BCSSA017585,GÓMEZ MORIN,68.12,26
20161125,2,BCSSA000785,SONORA,67.92,44
20161125,2,BCSSA000621,REACOMODULOO,67.27,115
20161125,2,BCSSA000266,COL VICENTE GUERRERO,67.23,144
20161125,2,BCSSA000650,DURANGO,66.91,46
20161125,2,BCSSA000423,COL NVA ERA,66.59,58
20161125,2,BCSSA000493,COMPUERTAS,66.41,72
20161125,2,BCSSA001135,CAÑÓN DEL PADRE,66.04,100
20161125,2,BCSSA001444,UMÓVIL 5,65.99,14
20161125,2,BCSSA000563,RIVERA CAMPESTRE,65.59,96
20161125,2,BCSSA000126,COL LOMITAS INDECO,65.2,68
20161125,2,BCSSA017660,NAYARIT,64.82,67
20161125,2,BCSSA000481,UMÓVIL 4,64.76,13
20161125,2,BCSSA000773,STA ISABEL,64.61,225
20161125,2,BCSSA000102,FRAC MAR,64.52,76
20161125,2,BCSSA000160,ERÉNDIRA,64.24,45
20161125,2,BCSSA017964,CUMBRES,63.97,70
20161125,2,BCSSA000790,CHOROPO,63.75,22
20161125,2,BCSSA000546,LÁZARO CÁRDENAS,63.68,72
20161125,2,BCSSA000230,RUBÉN JARAMILLO,63.49,31
20161125,2,BCSSA017602,EL SAUZAL,63.47,79
20161125,2,BCSSA017766,CRV NO 26,62.71,31
20161125,2,BCSSA001613,MACLOVIO ROJAS,62.66,57
20161125,2,BCSSA000551,CIPRES,62.28,116
20161125,2,BCSSA000732,PROGRESO,62.17,123
20161125,2,BCSSA000271,UMÓVIL 1,62.13,32
20161125,2,BCSSA000756,QUERÉTARO,61.78,75
20161125,2,BCSSA000925,UMÓVIL 2,61.61,21
20161125,2,BCSSA017696,FLORES MAGÓN,61.47,23
20161125,2,BCSSA017906,CRV NO29,61.21,26
20161125,2,BCSSA001000,UMÓVIL 12,61.19,41
20161125,2,BCSSA000510,FLORES MAGÓN,61.06,156
20161125,2,BCSSA000604,GONZÁLEZ ORTEGA,61.03,35
20161125,2,BCSSA001350,PLAN LIBERTADOR,60.87,150
20161125,2,BCSSA001374,MODULO OBREGÓN,60.82,16
20161125,2,BCSSA017614,SÁNCHEZ TABOADA REACOMODO,60.77,82
20161125,2,BCSSA000464,UMÓVIL 2,60.45,11
20161125,2,BCSSA000061,COL LOMA LINDA,60.35,47
20161125,2,BCSSA001316,EJIDO OJO DE AGUA,60.29,160
20161125,2,BCSSA000225,EL ROSARIO DE ARRIBA,60.18,56
20161125,2,BCSSA000942,UMÓVIL 4,59.63,17
20161125,2,BCSSA017713,LOS STORALES,59.37,92
20161125,2,BCSSA001123,MIRAMAR,58.63,189
20161125,2,BCSSA018010,CS TECATE,58.37,444
20161125,2,BCSSA018034,CD COAHUILA Km 57,58.24,37
20161125,2,BCSSA000983,UMÓVIL 10,58.19,28
20161125,2,BCSSA017976,CRV NO11,58.19,25
20161125,2,BCSSA001666,VALLE DE GUADALUPE,58.01,11
20161125,2,BCSSA000411,BENITO GARCÍA,57.9,137
20161125,2,BCSSA001234,LA PRESA,57.8,202
20161125,2,BCSSA000662,GUADALUPE VICTORIA,57.7,488
20161125,2,BCSSA000172,FCO ZARCO,57.6,41
20161125,2,BCSSA001140,PIPILA,57.04,203
20161125,2,BCSSA000995,UMÓVIL 11,57,23
20161125,2,BCSSA001065,REFORMA,56.99,143
20161125,2,BCSSA000324,BENITO JUÁREZ,56.92,33
20161125,2,BCSSA001456,UMÓVIL 6,56.76,20
20161125,2,BCSSA001181,SALVATIERRA FLORES MAGÓN,56.76,84
20161125,2,BCSSA000283,UMÓVIL NO 2,56.54,33
20161125,2,BCSSA017631,ESTEBAN CANTÚ,56.53,31
20161125,2,BCSSA001531,UMÓVIL 20,56.51,12
20161125,2,BCSSA000341,HÉROES DE INDEPENDENCIA,56.46,23
20161125,2,BCSSA000860,UMÓVIL 7,56.43,11
20161125,2,BCSSA000645,DELTA,56.37,79
20161125,2,BCSSA000744,PUEBLA,56.18,149
20161125,2,BCSSA001152,3 DE OCT,56.11,87
20161125,2,BCSSA001280,FCO VILLA,55.94,400
20161125,2,BCSSA017940,CRV NO9,55.63,38
20161125,2,BCSSA000020,UMÓVIL NO 7,55.61,17
20161125,2,BCSSA017771,CRV NO 25,55.09,11
20161125,2,BCSSA000720,TOLUCA,55.02,10
20161125,2,BCSSA017684,LA PROVIDENCIA,54.92,59
20161125,2,BCSSA001292,MESA DE OTAY,54.67,68
20161125,2,BCSSA000201,LA MISIÓN,54.49,15
20161125,2,BCSSA001415,UMÓVIL NO 1,54.18,29
20161125,2,BCSSA018314,CRV NO 5,54.13,23
20161125,2,BCSSA000522,VICENTE GUERRERO,53.56,139
20161125,2,BCSSA000300,UMÓVIL NO 4,53.29,15
20161125,2,BCSSA000534,HIDALGO,53.23,26
20161125,2,BCSSA001420,UMÓVIL NO 2,52.97,16
20161125,2,BCSSA017894,CRV NO27,52.95,3
20161125,2,BCSSA000073,COL POPULAR 2,52.89,8
20161125,2,BCSSA000452,UMÓVIL 1,52.82,16
20161125,2,BCSSA000370,VALLE DE LA TRINIDAD,52.79,23
20161125,2,BCSSA000884,VALLE DE LAS PALMAS,52.65,11
20161125,2,BCSSA001490,UMÓVIL 15,52.62,15
20161125,2,BCSSA000044,UMÓVIL 9,52.58,12
20161125,2,BCSSA017911,CRV NO30,52.57,12
20161125,2,BCSSA000114,COL JALISCO,52.25,114
20161125,2,BCSSA000575,MEXICALI,51.95,71
20161125,2,BCSSA000085,COL POPULAR 89,51.78,120
20161125,2,BCSSA017725,EX EJIDO CHAPULTEPEC,51.42,95
20161125,2,BCSSA000476,UMÓVIL 3,51.07,18
20161125,2,BCSSA000382,EMILIANO ZAPATA,51.06,79
20161125,2,BCSSA001193,MARIANO MATAMOROS,50.74,133
20161125,2,BCSSA000213,REAL DEL CASTILLO,50.06,36
20161125,2,BCSSA000761,S FELIPE,49.84,140
20161125,2,BCSSA018005,EX EJIDO RUIZ CORTINES,49.65,33
20161125,2,BCSSA017865,CRV NO 3,49.54,18
20161125,2,BCSSA001205,CAMINO VERDE,49.49,93
20161125,2,BCSSA000814,BENITO JUÁREZ,49.15,28
20161125,2,BCSSA000242,S VICENTE,48.74,51
20161125,2,BCSSA001473,UMÓVIL 8,48.68,13
20161125,2,BCSSA000633,ALGODONES,48.1,20
20161125,2,BCSSA000312,S ANTONIO DE LAS MINAS,48,13
20161125,2,BCSSA001543,UMÓVIL 21,47.44,11
20161125,2,BCSSA017870,CRV NO 4,47.22,18
20161125,2,BCSSA000505,GUAJARDO,47.06,99
20161125,2,BCSSA001362,PRIMO TAPIA,46.96,6
20161125,2,BCSSA001106,LA MESA,46.9,14
20161125,2,BCSSA000295,UMÓVIL NO 3,46.6,22
20161125,2,BCSSA000196,RODOLFO SÁNCHEZ TABOADA,46.45,76
20161125,2,BCSSA018285,TIJUANA,46.15,82
20161125,2,BCSSA001246,FLORIDO (MORITA),45.73,10
20161125,2,BCSSA001630,UMÓVIL NO 6,45.67,14
20161125,2,BCSSA001210,PEDREGAL DE STA JULIA,44.5,57
20161125,2,BCSSA017783,CRV NO 9,44.03,5
20161125,2,BCSSA001275,COL RUBÍ,43.68,55
20161125,2,BCSSA000254,UMÓVIL NO 6,43.11,8
20161125,2,BCSSA000090,RUÍZ Y 14,42.52,35
20161125,2,BCSSA000580,ORIZABA,42.23,21
20161125,2,BCSSA000184,ISLA DE CEDROS,41.72,8
20161125,2,BCSSA001222,SÁNCHEZ TABOADA,41.66,38
20161125,2,BCSSA000032,UMÓVIL NO 8,41.18,6
20161125,2,BCSSA000686,HERMOSILLO,40.94,12
20161125,2,BCSSA018326,CSR PLAYAS DE ROSARITO,40.43,114
20161125,2,BCSSA017754,TERRAZAS DEL VALLE,38.66,6
20161125,2,BCSSA001094,INSURGENTES,32.52,2
20161125,2,BCSSA000592,PROHOGAR,31.67,8
20161125,2,BCSSA000715,NVO LEÓN,25.65,1
20161125,2,BCSSA001263,LA JOYA,24.49,2
20161125,2,BCSSA001111,HERRERA,23.07,2
20161125,2,BCSSA017935,CRV NO28,22.33,1
20161125,3,BSSSA000455,CS CHAMETLA,79.1,30
20161125,3,BSSSA000216,CS BAHÍA TORTUGAS,76.99,15
20161125,3,BSSSA000361,"CS FLORES MAGÓN, LA PAZ",75.93,12
20161125,3,BSSSA000373,"CS EL MEZQUITITO, LA PAZ",75.1,53
20161125,3,BSSSA001312,UM CRV T0 S EVARISTO,72.78,15
20161125,3,BSSSA001020,UM CD CONSTITUCIÓN,71.94,28
20161125,3,BSSSA001344,CS Agua Escondida,71.65,34
20161125,3,BSSSA000571,CS EL SARGENTO,71.35,33
20161125,3,BSSSA000501,CS LOS BARRILES,71.07,37
20161125,3,BSSSA000460,CS LAS POCITAS,70.55,13
20161125,3,BSSSA000390,LÁZARO CÁRDENAS,70.41,129
20161125,3,BSSSA001335,UMÓVIL LOS DOLORES,69.56,14
20161125,3,BSSSA000414,CS TODOS STOS,69.37,103
20161125,3,BSSSA001155,UM NO 14 CRV T1  LA PAZ,68.86,36
20161125,3,BSSSA000583,CS CALAFIA,68.47,55
20161125,3,BSSSA001044,EL CENTENARIO,67.74,32
20161125,3,BSSSA000356,"CS 8 DE OCT, LA PAZ",65.53,88
20161125,3,BSSSA000274,CS S IGNACIO,64.35,49
20161125,3,BSSSA000233,CS GUSTAVO DÍAZ ORDAZ,63.97,16
20161125,3,BSSSA000723,CS S BERNABÉ,63.96,47
20161125,3,BSSSA001184,UM NO 10 CRV T0 LORETO,63.68,32
20161125,3,BSSSA001353,BSSSA001353,63.44,117
20161125,3,BSSSA000081,CS LA PURÍSIMA,62.74,15
20161125,3,BSSSA000793,MARQUEZ DE LEÓN,62.09,29
20161125,3,BSSSA000566,CS S BARTOLO,61.76,14
20161125,3,BSSSA001300,UM CRV T0 MATANCITAS,61.41,23
20161125,3,BSSSA000192,CSH ADÁN G VELARDE,61.29,50
20161125,3,BSSSA000204,BSSSA000204,61.23,4
20161125,3,BSSSA001371,BSSSA001371,61.22,83
20161125,3,BSSSA001160,UM NO 2 CRV T1 LA PLAYA,60.03,4
20161125,3,BSSSA000040,PTO ADOLFO LÓPEZ MATEOS,59.76,20
20161125,3,BSSSA000641,CS MIRAFLORES,59.61,40
20161125,3,BSSSA000110,CS S ISIDRO,59.25,19
20161125,3,BSSSA000076,CS LA POZA GRANDE,59.13,29
20161125,3,BSSSA000530,CS  EL PESCADERO,59.08,42
20161125,3,BSSSA000542,CS LOS PLANES,58.89,58
20161125,3,BSSSA001320,UM TIPO 0 LA PURÍSIMA,58.56,19
20161125,3,BSSSA000105,CS PTO S CARLOS,57.94,49
20161125,3,BSSSA000711,CS SANTIAGO,57.75,17
20161125,3,BSSSA000431,CS EL CENTENARIO,57.35,26
20161125,3,BSSSA000706,CS STA CATARINA,57.34,11
20161125,3,BSSSA000146,CS VILLA MORELOS,56.96,27
20161125,3,BSSSA000636,CS LOS VENADOS,56.89,105
20161125,3,BSSSA001032,BSSSA001032,56.7,2
20161125,3,BSSSA000221,CS GUERRERO NEGRO,56.59,28
20161125,3,BSSSA000735,CS LOMAS DEL SOL,56.42,137
20161125,3,BSSSA001003,CS S MIGUEL DE COMONDÚ,56.15,21
20161125,3,BSSSA000064,CS CD INSURGENTES,55.85,132
20161125,3,BSSSA000151,CS VILLA IGNACIO ZARAGOZA,55.79,41
20161125,3,BSSSA000665,CS LA PLAYA,55.7,23
20161125,3,BSSSA000554,CS S ANTONIO,55.54,6
20161125,3,BSSSA001201,BSSSA001201,55.26,9
20161125,3,BSSSA001380,BSSSA001380,54.45,49
20161125,3,BSSSA000764,CS LOS CANGREJOS,54.23,71
20161125,3,BSSSA000781,CS STA ROSA,53.98,23
20161125,3,BSSSA000933,HC DE LORETO,53.95,59
20161125,3,BSSSA000134,CS STO DOMINGO,53.93,42
20161125,3,BSSSA000052,CS BENITO JUÁREZ,53.88,18
20161125,3,BSSSA000245,CS HEROICA MULEGÉ,53.37,58
20161125,3,BSSSA000624,CS CABO S LUCAS,52.12,226
20161125,3,BSSSA000612,CS S JOSÉ DEL CABO,51.6,190
20161125,3,BSSSA000776,CS EL ZACATAL,51.29,156
20161125,3,BSSSA000344,"CS OLACHEA, LA PAZ",51.15,11
20161125,3,BSSSA000694,CS STA ANITA,50.2,41
20161125,3,BSSSA000315,CS ALBERTO A ALVARADO,50.1,45
20161125,3,BSSSA001172,UM CONSTITUCIÓN,49.78,13
20161125,3,BSSSA000950,EL CARIBE CABO SAN LUCAS,49.76,131
20161125,3,BSSSA001225,CESSA LA RIBERA,48.44,79
20161125,3,BSSSA000035,CS CD CONSTITUCIÓN,47.86,249
20161125,3,BSSSA000682,CS S JOSÉ VIEJO,46.67,53
20161125,3,BSSSA000653,UM NO 9 MIRAFLORES,39.08,10
20161125,3,BSSSA001196,UM HEROICA MULEGÉ,31.49,5
20161125,4,CCSSA000672,CS ULUMAL,87.18,23
20161125,4,CCSSA000433,CS PTO RICO,82.33,16
20161125,4,CCSSA001430,CS VENUSTIANO CARRANZA,81.78,26
20161125,4,CCSSA001302,CS S JUAN ARROYO,77.39,12
20161125,4,CCSSA001413,CS PARAÍSO NVO,74.36,13
20161125,4,CCSSA000450,CS CHICBUL,73.11,73
20161125,4,CCSSA001244,FCO J MUJÍCA P10,72.02,83
20161125,4,CCSSA000981,LA CHIQUITA P5,71.44,42
20161125,4,CCSSA001285,S MIGUEL P16,71.4,33
20161125,4,CCSSA001034,CS EJIDO KM36,71.06,30
20161125,4,CCSSA017513,CRV XCUPIL CACAB P45,70.71,79
20161125,4,CCSSA001092,CS ADOLFO LÓPEZ MATEOS,70.12,26
20161125,4,CCSSA001191,JOSÉFA ORTÍZ DE DOMÍNGUEZ,69.75,20
20161125,4,CCSSA001471,BLANCA FLOR P2,69.57,14
20161125,4,CCSSA001022,CS HARO,69.04,50
20161125,4,CCSSA000421,CS ATASTA,68.87,98
20161125,4,CCSSA001261,HÉCTOR PÉREZ MORALES P14,68.86,21
20161125,4,CCSSA001495,EL MAMEY P13,68.86,37
20161125,4,CCSSA000305,CS IMÍ,68.74,46
20161125,4,CCSSA001174,MANUEL CRECENCIO REJON,68.28,17
20161125,4,CCSSA000334,CS KOBÉN,68,33
20161125,4,CCSSA000380,CENTAUROS DEL NORTE P9,67.02,30
20161125,4,CCSSA000491,CS LA CRISTALINA,66.96,35
20161125,4,CCSSA000025,CS ISLA ARENA,66.83,28
20161125,4,CCSSA001203,LEY DE FTO AGROPECUARIO,66.83,7
20161125,4,CCSSA001331,CS LA ESMERALDA,66.59,2
20161125,4,CCSSA001360,CS MIGUEL ALEMÁN,66.18,35
20161125,4,CCSSA000281,CS CASTAMAY,66.07,41
20161125,4,CCSSA000713,CS S DIMAS HACIENDA,65.86,23
20161125,4,CCSSA000375,JOSÉ MA PINO SUÁREZ P7,65.76,48
20161125,4,CCSSA017525,CRV PAÑUELO P46,65.39,58
20161125,4,CCSSA001104,CS BENITO JUÁREZ III,65.36,7
20161125,4,CCSSA000952,CS TINÚN,65.13,55
20161125,4,CCSSA000976,CS ESCÁRCEGA,65.05,496
20161125,4,CCSSA001396,CS EL NARANJO,64.88,56
20161125,4,CCSSA000590,CS MOQUEL,64.78,20
20161125,4,CCSSA001500,CS LERMA,64.42,40
20161125,4,CCSSA001075,CS LA VICTORIA,64,9
20161125,4,CCSSA001186,JÓSE MA MORELOS Y PAVÓN,63.7,8
20161125,4,CCSSA001314,CS BENITO JUÁREZ I,63.54,38
20161125,4,CCSSA017431,CRV CHEN COH P38,63.4,55
20161125,4,CCSSA000486,CS EMILIANO ZAPATA,63.39,33
20161125,4,CCSSA000993,JOSÉ DE LA CRUZ BLANCO P6,63.26,45
20161125,4,CCSSA000054,CS DZITBALCHÉ,63.24,64
20161125,4,CCSSA001162,CCSSA001162,63.09,46
20161125,4,CCSSA001401,CS PABLO TORRES BURGOS,62.95,2
20161125,4,CCSSA017460,CMD P41,62.91,31
20161125,4,CCSSA000865,H INTEGRAL DE PALIZADA,62.52,68
20161125,4,CCSSA017542,CRV ÁNGELES P48,62.52,39
20161125,4,CCSSA000602,CS S PABLO PIXTÚN,62.42,54
20161125,4,CCSSA000882,EL MANGAL P35,62.4,20
20161125,4,CCSSA001256,CORTE PAJARAL P12,62.14,15
20161125,4,CCSSA000660,CS XKEULIL,62.09,15
20161125,4,CCSSA001063,CS NVO PROGRESO II,62,17
20161125,4,CCSSA001343,CS ESTADO DE MÉXICO,61.99,18
20161125,4,CCSSA001536,CS POLVORÍN,61.98,64
20161125,4,CCSSA000030,CS BACABCHÉN,61.85,74
20161125,4,CCSSA000503,H INTEGRAL SABANCUY,61.47,253
20161125,4,CCSSA001425,CS PEDRO BARANDA,60.96,24
20161125,4,CCSSA001541,CS MORELOS,60.95,151
20161125,4,CCSSA000276,CS BETHANIA,60.77,52
20161125,4,CCSSA017443,CRV LAGUNA GRANDE P39,60.49,66
20161125,4,CCSSA000071,CS S ANTONIO SAHCABCHÉN,60.3,35
20161125,4,CCSSA017455,CRV RIO CARIBE P40,60.2,15
20161125,4,CCSSA000083,CS STA CRUZ EXHACIENDA,60.19,41
20161125,4,CCSSA001372,CS MIGUEL HIDALGO,60.09,34
20161125,4,CCSSA000923,PLAN DEL CARMEN P33,59.77,17
20161125,4,CCSSA000730,CS HECELCHAKÁN,59.63,80
20161125,4,CCSSA000310,CS NILCHÍ,59.51,28
20161125,4,CCSSA000940,CS TENABO,59.44,146
20161125,4,CCSSA001483,EL POCITO P11,59.43,61
20161125,4,CCSSA000404,CS CARMEN,59.37,280
20161125,4,CCSSA000416,CS NVO PROGRESO,58.97,92
20161125,4,CCSSA000095,CS STA CRUZ,58.85,48
20161125,4,CCSSA000556,CS CHAMPOTÓN,58.69,194
20161125,4,CCSSA000906,CS RIBERA TILA,58.45,13
20161125,4,CCSSA000800,CCSSA000800,58.39,32
20161125,4,CCSSA000754,CS POMUCH,58.32,128
20161125,4,CCSSA000346,CS TIKINMUL,57.79,13
20161125,4,CCSSA017665,CCSSA017665,57.59,10
20161125,4,CCSSA017530,CRV DELICIAS II P47,57.34,28
20161125,4,CCSSA000911,CS RIBERA STA ISABEL,57.16,29
20161125,4,CCSSA001326,CS EL DESENGAÑO,57.15,39
20161125,4,CCSSA000066,CS NUNKINÍ,57.05,219
20161125,4,CCSSA001232,CS CANDELARIA,56.86,69
20161125,4,CCSSA017653,CCSSA017653,56.84,15
20161125,4,CCSSA017484,CMD P43,56.79,18
20161125,4,CCSSA001116,H INTEGRAL XPUJIL,56.56,91
20161125,4,CCSSA000293,CS HAMPOLOL,56.55,83
20161125,4,CCSSA001454,S PABLITO Ó KM 59 PEC8,56.48,21
20161125,4,CCSSA000766,CCSSA000766,56.19,26
20161125,4,CCSSA001133,TOMÁS AZNAR BARBACHANO,56.1,34
20161125,4,CCSSA001150,CCSSA001150,55.69,31
20161125,4,CCSSA000655,CS XBACAB,55.6,62
20161125,4,CCSSA000561,CCSSA000561,55.54,28
20161125,4,CCSSA000585,CS HOOL,55.5,29
20161125,4,CCSSA001384,CS MONCLOVA,55.48,23
20161125,4,CCSSA000515,CS AGUACATAL,55.48,35
20161125,4,CCSSA001080,CS ALTAMIRA DE ZINÁPARO,55.45,49
20161125,4,CCSSA000462,CS S ANTONIO CÁRDENAS,55.31,109
20161125,4,CCSSA000795,CS BOLONCHÉNN DE REJÓN,55.04,87
20161125,4,CCSSA000696,CS CINCO DE FEBRERO,54.88,24
20161125,4,CCSSA000853,CS XCANHA,54.52,17
20161125,4,CCSSA000812,CS DZIBALCHÉN,54.51,63
20161125,4,CCSSA000614,CS REVOLUCIÓN,54.36,23
20161125,4,CCSSA000445,CS ABELARDO L RODRÍGUEZ,54.27,18
20161125,4,CCSSA001145,VIRGENCITA DE CANDELARIA,54.25,15
20161125,4,CCSSA001051,CS LUNA,53.91,32
20161125,4,CCSSA000841,CS UKUM,53.81,30
20161125,4,CCSSA000042,CS de Becal,53.72,91
20161125,4,CCSSA000870,RIBERA BODEGAS P34,53.64,19
20161125,4,CCSSA000742,CS POCBOC,53.57,34
20161125,4,CCSSA001466,GRACIANO SÁNCHEZ CANTEMO,53.36,33
20161125,4,CCSSA017472,CMD P42,53.33,32
20161125,4,CCSSA000643,CS VILLAMADERO,53.29,41
20161125,4,CCSSA017554,CRV NVO CAMPECHITO P49,53.25,23
20161125,4,CCSSA000264,CS DR WILBERTH ESCALANTE,53.21,364
20161125,4,CCSSA000836,CS S ANTONIO YAXCHE,52.88,13
20161125,4,CCSSA000894,CS EL JUNCAL,52.65,16
20161125,4,CCSSA017496,CMD P44,52.63,40
20161125,4,CCSSA000684,CS LEY FEDDE REF AGRARIA,52.51,24
20161125,4,CCSSA000573,CS AQUILES SERDÁN,52.45,24
20161125,4,CCSSA001512,CS SAMULA,52.3,35
20161125,4,CCSSA000631,CS SIHOCHAC,52.08,27
20161125,4,CCSSA000532,CS OJO DE AGUA,51.77,10
20161125,4,CCSSA000474,CS ISLA AGUADA,51.65,76
20161125,4,CCSSA000824,CS V GUERRERO (ITURBIDE),51.37,50
20161125,4,CCSSA001010,CS DIVISIÓN DEL NORTE,50.92,44
20161125,4,CCSSA001273,LAGUNA PERDIDA P15,50.9,4
20161125,4,CCSSA001524,CS SASCALUM,50.59,34
20161125,4,CCSSA000124,S ANTONIO BOBOLA P1,50.5,43
20161125,4,CCSSA000771,CCSSA000771,49.66,20
20161125,4,CCSSA000626,CS SEYBAPLAYA,49.18,100
20161125,4,CCSSA000701,CS PIXOYAL,49.1,15
